Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_105_341,VPWR,li1,165.1400,296.4800,1.799885
FILLER_105_322,VPWR,li1,154.3300,296.4800,1.799850
FILLER_105_310,VPWR,li1,149.5000,296.4800,1.799848
FILLER_105_305,VPWR,li1,146.2800,296.4800,1.799848
FILLER_105_293,VPWR,li1,143.0600,296.4800,1.799846
FILLER_105_281,VPWR,li1,137.5400,296.4800,1.799845
FILLER_105_278,VPWR,li1,133.8600,296.4800,1.799844
FILLER_105_267,VPWR,li1,128.8000,296.4800,1.799844
FILLER_105_237,VPWR,li1,115.0000,296.4800,1.799854
FILLER_105_225,VPWR,li1,111.7800,296.4800,1.799856
FILLER_105_193,VPWR,li1,96.1400,296.4800,1.799875
FILLER_105_181,VPWR,li1,91.5400,296.4800,1.799881
FILLER_105_169,VPWR,li1,86.0200,296.4800,1.799889
FILLER_105_167,VPWR,li1,82.5700,296.4800,1.799896
FILLER_105_161,VPWR,li1,80.9600,296.4800,1.799896
FILLER_105_149,VPWR,li1,76.8200,296.4800,1.799903
FILLER_105_137,VPWR,li1,71.3000,296.4800,1.799912
FILLER_105_125,VPWR,li1,65.7800,296.4800,1.799919
FILLER_105_113,VPWR,li1,60.2600,296.4800,1.799927
FILLER_105_111,VPWR,li1,56.8100,296.4800,1.799934
FILLER_105_105,VPWR,li1,55.2000,296.4800,1.799934
FILLER_105_93,VPWR,li1,51.0600,296.4800,1.799941
FILLER_105_81,VPWR,li1,45.5400,296.4800,1.799950
FILLER_105_69,VPWR,li1,40.0200,296.4800,1.799957
FILLER_105_57,VPWR,li1,34.5000,296.4800,1.799965
FILLER_105_55,VPWR,li1,31.0500,296.4800,1.799972
FILLER_105_51,VPWR,li1,29.9000,296.4800,1.799972
FILLER_105_39,VPWR,li1,26.2200,296.4800,1.799977
FILLER_105_27,VPWR,li1,20.7000,296.4800,1.799985
FILLER_105_15,VPWR,li1,15.1800,296.4800,1.799985
FILLER_105_3,VPWR,li1,9.6600,296.4800,1.799985
FILLER_104_633,VPWR,li1,297.6200,296.4800,1.799616
FILLER_104_621,VPWR,li1,293.9400,296.4800,1.799616
FILLER_104_609,VPWR,li1,288.4200,296.4800,1.799616
FILLER_104_597,VPWR,li1,282.9000,296.4800,1.799616
FILLER_104_523,VPWR,li1,246.3300,296.4800,1.799671
FILLER_104_519,VPWR,li1,245.1800,296.4800,1.799678
FILLER_104_505,VPWR,li1,238.0500,296.4800,1.799695
FILLER_104_483,VPWR,li1,229.5400,296.4800,1.799720
FILLER_104_477,VPWR,li1,225.6300,296.4800,1.799731
FILLER_104_472,VPWR,li1,223.5600,296.4800,1.799738
FILLER_104_428,VPWR,li1,202.6300,296.4800,1.799814
FILLER_104_424,VPWR,li1,201.4800,296.4800,1.799814
FILLER_104_412,VPWR,li1,195.2700,296.4800,1.799839
FILLER_104_393,VPWR,li1,186.9900,296.4800,1.799873
FILLER_104_385,VPWR,li1,184.4600,296.4800,1.799884
FILLER_104_371,VPWR,li1,176.4100,296.4800,1.799923
FILLER_104_365,VPWR,li1,174.8000,296.4800,1.799923
FILLER_104_362,VPWR,li1,172.5000,296.4800,1.799915
FILLER_104_347,VPWR,li1,165.8300,296.4800,1.799885
FILLER_104_316,VPWR,li1,151.3400,296.4800,1.799849
FILLER_104_284,VPWR,li1,138.0000,296.4800,1.799845
FILLER_104_261,VPWR,li1,126.0400,296.4800,1.799845
FILLER_104_253,VPWR,li1,123.7400,296.4800,1.799846
FILLER_104_251,VPWR,li1,121.2100,296.4800,1.799849
FILLER_104_247,VPWR,li1,120.0600,296.4800,1.799849
FILLER_104_234,VPWR,li1,114.5400,296.4800,1.799854
FILLER_104_221,VPWR,li1,107.6400,296.4800,1.799860
FILLER_104_209,VPWR,li1,104.4200,296.4800,1.799864
FILLER_104_203,VPWR,li1,99.1300,296.4800,1.799872
FILLER_104_197,VPWR,li1,97.5200,296.4800,1.799872
FILLER_104_195,VPWR,li1,95.4500,296.4800,1.799875
FILLER_104_183,VPWR,li1,92.4600,296.4800,1.799881
FILLER_104_177,VPWR,li1,87.4000,296.4800,1.799889
FILLER_104_165,VPWR,li1,84.1800,296.4800,1.799893
FILLER_104_153,VPWR,li1,78.6600,296.4800,1.799900
FILLER_104_141,VPWR,li1,73.1400,296.4800,1.799908
FILLER_104_139,VPWR,li1,69.6900,296.4800,1.799915
FILLER_104_133,VPWR,li1,68.0800,296.4800,1.799915
FILLER_104_121,VPWR,li1,63.9400,296.4800,1.799922
FILLER_104_109,VPWR,li1,58.4200,296.4800,1.799931
FILLER_104_97,VPWR,li1,52.9000,296.4800,1.799938
FILLER_104_85,VPWR,li1,47.3800,296.4800,1.799946
FILLER_104_83,VPWR,li1,43.9300,296.4800,1.799953
FILLER_104_77,VPWR,li1,42.3200,296.4800,1.799953
FILLER_104_65,VPWR,li1,38.1800,296.4800,1.799960
FILLER_104_53,VPWR,li1,32.6600,296.4800,1.799968
FILLER_104_41,VPWR,li1,27.1400,296.4800,1.799977
FILLER_104_29,VPWR,li1,21.6200,296.4800,1.799985
FILLER_104_27,VPWR,li1,18.1700,296.4800,1.799985
FILLER_104_15,VPWR,li1,15.1800,296.4800,1.799985
FILLER_104_3,VPWR,li1,9.6600,296.4800,1.799985
FILLER_103_629,VPWR,li1,296.7000,291.0400,1.799777
FILLER_103_617,VPWR,li1,292.1000,291.0400,1.799777
FILLER_103_608,VPWR,li1,287.0400,291.0400,1.799777
FILLER_103_596,VPWR,li1,282.4400,291.0400,1.799777
FILLER_103_584,VPWR,li1,276.9200,291.0400,1.799777
FILLER_103_575,VPWR,li1,270.2500,291.0400,1.799777
FILLER_103_568,VPWR,li1,267.2600,291.0400,1.799777
FILLER_103_561,VPWR,li1,264.5000,291.0400,1.799777
FILLER_103_554,VPWR,li1,261.7400,291.0400,1.799777
FILLER_103_532,VPWR,li1,250.7000,291.0400,1.799781
FILLER_103_519,VPWR,li1,244.4900,291.0400,1.799785
FILLER_103_513,VPWR,li1,242.8800,291.0400,1.799785
FILLER_103_505,VPWR,li1,238.0500,291.0400,1.799788
FILLER_103_502,VPWR,li1,236.9000,291.0400,1.799788
FILLER_103_493,VPWR,li1,232.7600,291.0400,1.799791
FILLER_103_485,VPWR,li1,230.4600,291.0400,1.799792
FILLER_103_479,VPWR,li1,226.5500,291.0400,1.799795
FILLER_103_457,VPWR,li1,216.2000,291.0400,1.799805
FILLER_103_437,VPWR,li1,207.2300,291.0400,1.799820
FILLER_103_430,VPWR,li1,203.7800,291.0400,1.799829
FILLER_103_423,VPWR,li1,200.5600,291.0400,1.799839
FILLER_103_408,VPWR,li1,193.4300,291.0400,1.799875
FILLER_103_398,VPWR,li1,189.0600,291.0400,1.799897
FILLER_103_389,VPWR,li1,185.1500,291.0400,1.799907
FILLER_103_369,VPWR,li1,175.7200,291.0400,1.799952
FILLER_103_342,VPWR,li1,164.6800,291.0400,1.799950
FILLER_103_334,VPWR,li1,159.6200,291.0400,1.799949
FILLER_103_318,VPWR,li1,152.4900,291.0400,1.799948
FILLER_103_313,VPWR,li1,149.9600,291.0400,1.799948
FILLER_103_306,VPWR,li1,146.9700,291.0400,1.799948
FILLER_103_298,VPWR,li1,144.4400,291.0400,1.799948
FILLER_103_281,VPWR,li1,137.5400,291.0400,1.799949
FILLER_103_277,VPWR,li1,133.6300,291.0400,1.799949
FILLER_103_269,VPWR,li1,131.1000,291.0400,1.799949
FILLER_103_257,VPWR,li1,126.5000,291.0400,1.799949
FILLER_103_253,VPWR,li1,122.1300,291.0400,1.799949
FILLER_103_247,VPWR,li1,120.5200,291.0400,1.799949
FILLER_103_212,VPWR,li1,103.5000,291.0400,1.799950
FILLER_103_204,VPWR,li1,101.2000,291.0400,1.799950
FILLER_103_192,VPWR,li1,96.6000,291.0400,1.799951
FILLER_103_169,VPWR,li1,83.7200,291.0400,1.799955
FILLER_103_167,VPWR,li1,82.5700,291.0400,1.799956
FILLER_103_161,VPWR,li1,80.9600,291.0400,1.799956
FILLER_103_149,VPWR,li1,76.8200,291.0400,1.799958
FILLER_103_137,VPWR,li1,71.3000,291.0400,1.799963
FILLER_103_125,VPWR,li1,65.7800,291.0400,1.799965
FILLER_103_113,VPWR,li1,60.2600,291.0400,1.799969
FILLER_103_111,VPWR,li1,56.8100,291.0400,1.799972
FILLER_103_105,VPWR,li1,55.2000,291.0400,1.799972
FILLER_103_93,VPWR,li1,51.0600,291.0400,1.799975
FILLER_103_81,VPWR,li1,45.5400,291.0400,1.799979
FILLER_103_69,VPWR,li1,40.0200,291.0400,1.799982
FILLER_103_57,VPWR,li1,34.5000,291.0400,1.799985
FILLER_103_55,VPWR,li1,31.0500,291.0400,1.799988
FILLER_103_51,VPWR,li1,29.9000,291.0400,1.799988
FILLER_103_39,VPWR,li1,26.2200,291.0400,1.799990
FILLER_103_27,VPWR,li1,20.7000,291.0400,1.799994
FILLER_103_15,VPWR,li1,15.1800,291.0400,1.799994
FILLER_103_3,VPWR,li1,9.6600,291.0400,1.799994
FILLER_102_625,VPWR,li1,295.7800,291.0400,1.799777
FILLER_102_613,VPWR,li1,290.2600,291.0400,1.799777
FILLER_102_601,VPWR,li1,284.7400,291.0400,1.799777
FILLER_102_589,VPWR,li1,279.2200,291.0400,1.799777
FILLER_102_586,VPWR,li1,275.5400,291.0400,1.799777
FILLER_102_578,VPWR,li1,273.2400,291.0400,1.799777
FILLER_102_573,VPWR,li1,269.5600,291.0400,1.799777
FILLER_102_565,VPWR,li1,267.2600,291.0400,1.799777
FILLER_102_553,VPWR,li1,262.6600,291.0400,1.799777
FILLER_102_541,VPWR,li1,257.1400,291.0400,1.799777
FILLER_102_533,VPWR,li1,251.1600,291.0400,1.799781
FILLER_102_531,VPWR,li1,250.0100,291.0400,1.799782
FILLER_102_525,VPWR,li1,248.4000,291.0400,1.799782
FILLER_102_513,VPWR,li1,244.2600,291.0400,1.799785
FILLER_102_501,VPWR,li1,238.7400,291.0400,1.799787
FILLER_102_489,VPWR,li1,233.2200,291.0400,1.799791
FILLER_102_477,VPWR,li1,227.7000,291.0400,1.799795
FILLER_102_448,VPWR,li1,212.0600,291.0400,1.799815
FILLER_102_436,VPWR,li1,208.8400,291.0400,1.799820
FILLER_102_421,VPWR,li1,200.1000,291.0400,1.799839
FILLER_102_416,VPWR,li1,197.8000,291.0400,1.799849
FILLER_102_409,VPWR,li1,194.5800,291.0400,1.799864
FILLER_102_395,VPWR,li1,187.6800,291.0400,1.799897
FILLER_102_383,VPWR,li1,184.4600,291.0400,1.799916
FILLER_102_371,VPWR,li1,176.4100,291.0400,1.799952
FILLER_102_365,VPWR,li1,174.8000,291.0400,1.799952
FILLER_102_359,VPWR,li1,171.1200,291.0400,1.799951
FILLER_102_351,VPWR,li1,168.8200,291.0400,1.799950
FILLER_102_336,VPWR,li1,160.5400,291.0400,1.799949
FILLER_102_329,VPWR,li1,157.5500,291.0400,1.799948
FILLER_102_321,VPWR,li1,155.0200,291.0400,1.799948
FILLER_102_309,VPWR,li1,150.4200,291.0400,1.799948
FILLER_102_304,VPWR,li1,146.2800,291.0400,1.799948
FILLER_102_295,VPWR,li1,141.4500,291.0400,1.799949
FILLER_102_289,VPWR,li1,139.8400,291.0400,1.799949
FILLER_102_277,VPWR,li1,135.7000,291.0400,1.799949
FILLER_102_265,VPWR,li1,130.1800,291.0400,1.799949
FILLER_102_253,VPWR,li1,124.6600,291.0400,1.799949
FILLER_102_251,VPWR,li1,121.2100,291.0400,1.799949
FILLER_102_245,VPWR,li1,119.6000,291.0400,1.799949
FILLER_102_233,VPWR,li1,115.4600,291.0400,1.799950
FILLER_102_213,VPWR,li1,103.7300,291.0400,1.799950
FILLER_102_205,VPWR,li1,100.5100,291.0400,1.799950
FILLER_102_197,VPWR,li1,97.9800,291.0400,1.799950
FILLER_102_195,VPWR,li1,95.4500,291.0400,1.799951
FILLER_102_183,VPWR,li1,92.4600,291.0400,1.799951
FILLER_102_177,VPWR,li1,87.1700,291.0400,1.799952
FILLER_102_165,VPWR,li1,84.1800,291.0400,1.799955
FILLER_102_153,VPWR,li1,78.6600,291.0400,1.799957
FILLER_102_141,VPWR,li1,73.1400,291.0400,1.799961
FILLER_102_139,VPWR,li1,69.6900,291.0400,1.799964
FILLER_102_133,VPWR,li1,68.0800,291.0400,1.799964
FILLER_102_121,VPWR,li1,63.9400,291.0400,1.799967
FILLER_102_109,VPWR,li1,58.4200,291.0400,1.799971
FILLER_102_97,VPWR,li1,52.9000,291.0400,1.799973
FILLER_102_85,VPWR,li1,47.3800,291.0400,1.799977
FILLER_102_83,VPWR,li1,43.9300,291.0400,1.799980
FILLER_102_77,VPWR,li1,42.3200,291.0400,1.799980
FILLER_102_65,VPWR,li1,38.1800,291.0400,1.799983
FILLER_102_53,VPWR,li1,32.6600,291.0400,1.799986
FILLER_102_41,VPWR,li1,27.1400,291.0400,1.799990
FILLER_102_29,VPWR,li1,21.6200,291.0400,1.799994
FILLER_102_27,VPWR,li1,18.1700,291.0400,1.799994
FILLER_102_15,VPWR,li1,15.1800,291.0400,1.799994
FILLER_102_3,VPWR,li1,9.6600,291.0400,1.799994
FILLER_101_629,VPWR,li1,296.7000,285.6000,1.799929
FILLER_101_617,VPWR,li1,292.1000,285.6000,1.799929
FILLER_101_615,VPWR,li1,288.6500,285.6000,1.799929
FILLER_101_603,VPWR,li1,285.6600,285.6000,1.799929
FILLER_101_591,VPWR,li1,280.1400,285.6000,1.799929
FILLER_101_569,VPWR,li1,267.7200,285.6000,1.799932
FILLER_101_561,VPWR,li1,265.4200,285.6000,1.799933
FILLER_101_548,VPWR,li1,260.3600,285.6000,1.799937
FILLER_101_536,VPWR,li1,254.8400,285.6000,1.799940
FILLER_101_517,VPWR,li1,246.1000,285.6000,1.799945
FILLER_101_505,VPWR,li1,240.5800,285.6000,1.799948
FILLER_101_503,VPWR,li1,237.1300,285.6000,1.799950
FILLER_101_495,VPWR,li1,235.0600,285.6000,1.799951
FILLER_101_483,VPWR,li1,230.4600,285.6000,1.799954
FILLER_101_471,VPWR,li1,224.9400,285.6000,1.799957
FILLER_101_459,VPWR,li1,219.4200,285.6000,1.799961
FILLER_101_453,VPWR,li1,214.1300,285.6000,1.799964
FILLER_101_449,VPWR,li1,212.9800,285.6000,1.799964
FILLER_101_442,VPWR,li1,210.2200,285.6000,1.799966
FILLER_101_430,VPWR,li1,206.0800,285.6000,1.799968
FILLER_101_417,VPWR,li1,199.1800,285.6000,1.799973
FILLER_101_404,VPWR,li1,192.7400,285.6000,1.799978
FILLER_101_393,VPWR,li1,188.1400,285.6000,1.799982
FILLER_101_380,VPWR,li1,183.0800,285.6000,1.799985
FILLER_101_364,VPWR,li1,173.1900,285.6000,1.799993
FILLER_101_358,VPWR,li1,171.5800,285.6000,1.799993
FILLER_101_353,VPWR,li1,168.3600,285.6000,1.799993
FILLER_101_349,VPWR,li1,166.2900,285.6000,1.799993
FILLER_101_337,VPWR,li1,163.3000,285.6000,1.799993
FILLER_101_321,VPWR,li1,155.9400,285.6000,1.799993
FILLER_101_309,VPWR,li1,150.4200,285.6000,1.799994
FILLER_101_297,VPWR,li1,144.9000,285.6000,1.799994
FILLER_101_281,VPWR,li1,135.7000,285.6000,1.799994
FILLER_101_279,VPWR,li1,134.0900,285.6000,1.799994
FILLER_101_273,VPWR,li1,132.4800,285.6000,1.799994
FILLER_101_261,VPWR,li1,128.3400,285.6000,1.799995
FILLER_101_249,VPWR,li1,122.8200,285.6000,1.799995
FILLER_101_237,VPWR,li1,117.3000,285.6000,1.799995
FILLER_101_225,VPWR,li1,111.7800,285.6000,1.799995
FILLER_101_222,VPWR,li1,108.1000,285.6000,1.799996
FILLER_101_214,VPWR,li1,105.8000,285.6000,1.799996
FILLER_101_201,VPWR,li1,98.4400,285.6000,1.799996
FILLER_101_193,VPWR,li1,96.1400,285.6000,1.799996
FILLER_101_181,VPWR,li1,91.5400,285.6000,1.799996
FILLER_101_169,VPWR,li1,86.0200,285.6000,1.799997
FILLER_101_167,VPWR,li1,82.5700,285.6000,1.799997
FILLER_101_161,VPWR,li1,80.9600,285.6000,1.799997
FILLER_101_149,VPWR,li1,76.8200,285.6000,1.799997
FILLER_101_137,VPWR,li1,71.3000,285.6000,1.799997
FILLER_101_125,VPWR,li1,65.7800,285.6000,1.799997
FILLER_101_113,VPWR,li1,60.2600,285.6000,1.799998
FILLER_101_111,VPWR,li1,56.8100,285.6000,1.799998
FILLER_101_105,VPWR,li1,55.2000,285.6000,1.799998
FILLER_101_93,VPWR,li1,51.0600,285.6000,1.799998
FILLER_101_81,VPWR,li1,45.5400,285.6000,1.799998
FILLER_101_69,VPWR,li1,40.0200,285.6000,1.799999
FILLER_101_57,VPWR,li1,34.5000,285.6000,1.799999
FILLER_101_55,VPWR,li1,31.0500,285.6000,1.799999
FILLER_101_51,VPWR,li1,29.9000,285.6000,1.799999
FILLER_101_39,VPWR,li1,26.2200,285.6000,1.799999
FILLER_101_27,VPWR,li1,20.7000,285.6000,1.800000
FILLER_101_15,VPWR,li1,15.1800,285.6000,1.800000
FILLER_101_3,VPWR,li1,9.6600,285.6000,1.800000
FILLER_100_636,VPWR,li1,298.3100,285.6000,1.799929
FILLER_100_632,VPWR,li1,297.1600,285.6000,1.799929
FILLER_100_621,VPWR,li1,291.8700,285.6000,1.799929
FILLER_100_613,VPWR,li1,289.3400,285.6000,1.799929
FILLER_100_601,VPWR,li1,284.7400,285.6000,1.799929
FILLER_100_589,VPWR,li1,279.2200,285.6000,1.799929
FILLER_100_569,VPWR,li1,267.7200,285.6000,1.799932
FILLER_100_557,VPWR,li1,264.5000,285.6000,1.799935
FILLER_100_545,VPWR,li1,258.9800,285.6000,1.799937
FILLER_100_533,VPWR,li1,253.4600,285.6000,1.799940
FILLER_100_531,VPWR,li1,250.0100,285.6000,1.799943
FILLER_100_525,VPWR,li1,248.4000,285.6000,1.799943
FILLER_100_513,VPWR,li1,244.2600,285.6000,1.799946
FILLER_100_501,VPWR,li1,238.7400,285.6000,1.799950
